Logo,Company Name,Product Have,Country
https://wikiliq.org/wp-content/uploads/2021/04/Jose-Cuervo-min.jpg,Jose Cuervo,51,Mexico
https://wikiliq.org/wp-content/uploads/2021/04/Cutwater-Spirits-min.jpg,Cutwater Spirits,36,Unknown
https://wikiliq.org/wp-content/uploads/2021/04/Margaritaville-min.jpg,Margaritaville,35,Mexico
https://wikiliq.org/wp-content/uploads/2021/05/Patrón-Tequila.jpg,Patrón,33,Mexico
https://wikiliq.org/wp-content/uploads/2021/02/McCormick-Vodka.jpg,McCormick,32,Unknown
https://wikiliq.org/wp-content/uploads/2021/04/Mr.-Boston-min.jpg,Mr. Boston,32,Unknown
https://wikiliq.org/wp-content/uploads/2021/04/99-Brand-min.jpg,99 Brand,31,Unknown
https://wikiliq.org/wp-content/uploads/2021/04/1800-Tequila-min.jpg,1800 Tequila,27,Mexico
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Sauza,24,Mexico
https://wikiliq.org/wp-content/uploads/2021/05/Del-Maguey.jpg,Del Maguey Mezcal,24,Mexico
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Greenbar Distillery,20,Unknown
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Skinnygirl,18,United States
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Dulce Vida,16,United States
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Corralejo,12,Mexico
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Tarantula,12,Mexico
https://wikiliq.org/wp-content/uploads/2021/05/Don-Julio.jpg,Don Julio Tequila,12,Mexico
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Corazon,11,Mexico
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Herradura,10,Mexico
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Maestro Dobel,10,Unknown
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Don Ramon,10,Mexico
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Clase Azul,8,Mexico
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Avion,8,Unknown
https://wikiliq.org/wp-content/uploads/2021/05/Hornitos.jpg,Hornitos Tequila,8,Mexico
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,Casa Noble,8,Mexico
https://wikiliq.org/wp-content/uploads/2021/04/placeholder-logo.png,El Tesoro,8,Mexico
